email,phone,city,age,interest,visit_time,affinity
testuser873@example.com,9000000873,Hyderabad,28,fitness,evening,high
testuser874@example.com,9000000874,Hyderabad,29,fitness,evening,high
testuser875@example.com,9000000875,Hyderabad,30,fitness,evening,high
testuser876@example.com,9000000876,Hyderabad,31,fitness,evening,high
testuser877@example.com,9000000877,Hyderabad,32,fitness,evening,high
testuser878@example.com,9000000878,Hyderabad,33,fitness,evening,high
testuser879@example.com,9000000879,Hyderabad,34,fitness,evening,high
testuser880@example.com,9000000880,Hyderabad,25,fitness,evening,high
testuser881@example.com,9000000881,Hyderabad,26,fitness,evening,high
testuser882@example.com,9000000882,Hyderabad,27,fitness,evening,high
testuser883@example.com,9000000883,Hyderabad,28,fitness,evening,high
testuser884@example.com,9000000884,Hyderabad,29,fitness,evening,high
testuser885@example.com,9000000885,Hyderabad,30,fitness,evening,high
testuser886@example.com,9000000886,Hyderabad,31,fitness,evening,high
testuser887@example.com,9000000887,Hyderabad,32,fitness,evening,high
testuser888@example.com,9000000888,Hyderabad,33,fitness,evening,high
testuser889@example.com,9000000889,Hyderabad,34,fitness,evening,high
testuser890@example.com,9000000890,Hyderabad,25,fitness,evening,high
testuser891@example.com,9000000891,Hyderabad,26,fitness,evening,high
testuser892@example.com,9000000892,Hyderabad,27,fitness,evening,high
testuser893@example.com,9000000893,Hyderabad,28,fitness,evening,high
testuser894@example.com,9000000894,Hyderabad,29,fitness,evening,high
testuser895@example.com,9000000895,Hyderabad,30,fitness,evening,high
testuser896@example.com,9000000896,Hyderabad,31,fitness,evening,high
testuser897@example.com,9000000897,Hyderabad,32,fitness,evening,high
testuser898@example.com,9000000898,Hyderabad,33,fitness,evening,high
testuser899@example.com,9000000899,Hyderabad,34,fitness,evening,high
testuser900@example.com,9000000900,Hyderabad,25,fitness,evening,high
testuser901@example.com,9000000901,Hyderabad,26,fitness,evening,high
testuser902@example.com,9000000902,Hyderabad,27,fitness,evening,high
testuser903@example.com,9000000903,Hyderabad,28,fitness,evening,high
testuser904@example.com,9000000904,Hyderabad,29,fitness,evening,high
testuser905@example.com,9000000905,Hyderabad,30,fitness,evening,high
testuser906@example.com,9000000906,Hyderabad,31,fitness,evening,high
testuser907@example.com,9000000907,Hyderabad,32,fitness,evening,high
testuser908@example.com,9000000908,Hyderabad,33,fitness,evening,high
testuser909@example.com,9000000909,Hyderabad,34,fitness,evening,high
testuser910@example.com,9000000910,Hyderabad,25,fitness,evening,high
testuser911@example.com,9000000911,Hyderabad,26,fitness,evening,high
testuser912@example.com,9000000912,Hyderabad,27,fitness,evening,high
testuser913@example.com,9000000913,Hyderabad,28,fitness,evening,high
testuser914@example.com,9000000914,Hyderabad,29,fitness,evening,high
testuser915@example.com,9000000915,Hyderabad,30,fitness,evening,high
testuser916@example.com,9000000916,Hyderabad,31,fitness,evening,high
testuser917@example.com,9000000917,Hyderabad,32,fitness,evening,high
testuser918@example.com,9000000918,Hyderabad,33,fitness,evening,high
testuser919@example.com,9000000919,Hyderabad,34,fitness,evening,high
testuser920@example.com,9000000920,Hyderabad,25,fitness,evening,high
testuser921@example.com,9000000921,Hyderabad,26,fitness,evening,high
testuser922@example.com,9000000922,Hyderabad,27,fitness,evening,high
testuser923@example.com,9000000923,Hyderabad,28,fitness,evening,high
testuser924@example.com,9000000924,Hyderabad,29,fitness,evening,high
testuser925@example.com,9000000925,Hyderabad,30,fitness,evening,high
testuser926@example.com,9000000926,Hyderabad,31,fitness,evening,high
testuser927@example.com,9000000927,Hyderabad,32,fitness,evening,high
testuser928@example.com,9000000928,Hyderabad,33,fitness,evening,high
testuser929@example.com,9000000929,Hyderabad,34,fitness,evening,high
testuser930@example.com,9000000930,Hyderabad,25,fitness,evening,high
testuser931@example.com,9000000931,Hyderabad,26,fitness,evening,high
testuser932@example.com,9000000932,Hyderabad,27,fitness,evening,high
testuser933@example.com,9000000933,Hyderabad,28,fitness,evening,high
testuser934@example.com,9000000934,Hyderabad,29,fitness,evening,high
testuser935@example.com,9000000935,Hyderabad,30,fitness,evening,high
testuser936@example.com,9000000936,Hyderabad,31,fitness,evening,high
testuser937@example.com,9000000937,Hyderabad,32,fitness,evening,high
testuser938@example.com,9000000938,Hyderabad,33,fitness,evening,high
testuser939@example.com,9000000939,Hyderabad,34,fitness,evening,high
testuser940@example.com,9000000940,Hyderabad,25,fitness,evening,high
testuser941@example.com,9000000941,Hyderabad,26,fitness,evening,high
testuser942@example.com,9000000942,Hyderabad,27,fitness,evening,high
testuser943@example.com,9000000943,Hyderabad,28,fitness,evening,high
testuser944@example.com,9000000944,Hyderabad,29,fitness,evening,high
testuser945@example.com,9000000945,Hyderabad,30,fitness,evening,high
testuser946@example.com,9000000946,Hyderabad,31,fitness,evening,high
testuser947@example.com,9000000947,Hyderabad,32,fitness,evening,high
testuser948@example.com,9000000948,Hyderabad,33,fitness,evening,high
testuser949@example.com,9000000949,Hyderabad,34,fitness,evening,high
testuser950@example.com,9000000950,Hyderabad,25,fitness,evening,high
testuser951@example.com,9000000951,Hyderabad,26,fitness,evening,high
testuser952@example.com,9000000952,Hyderabad,27,fitness,evening,high
testuser953@example.com,9000000953,Hyderabad,28,fitness,evening,high
testuser954@example.com,9000000954,Hyderabad,29,fitness,evening,high
testuser955@example.com,9000000955,Hyderabad,30,fitness,evening,high
testuser956@example.com,9000000956,Hyderabad,31,fitness,evening,high
testuser957@example.com,9000000957,Hyderabad,32,fitness,evening,high
testuser958@example.com,9000000958,Hyderabad,33,fitness,evening,high
testuser959@example.com,9000000959,Hyderabad,34,fitness,evening,high
testuser960@example.com,9000000960,Hyderabad,25,fitness,evening,high
testuser961@example.com,9000000961,Hyderabad,26,fitness,evening,high
testuser962@example.com,9000000962,Hyderabad,27,fitness,evening,high
testuser963@example.com,9000000963,Hyderabad,28,fitness,evening,high
testuser964@example.com,9000000964,Hyderabad,29,fitness,evening,high
testuser965@example.com,9000000965,Hyderabad,30,fitness,evening,high
testuser966@example.com,9000000966,Hyderabad,31,fitness,evening,high
testuser967@example.com,9000000967,Hyderabad,32,fitness,evening,high
testuser968@example.com,9000000968,Hyderabad,33,fitness,evening,high
testuser969@example.com,9000000969,Hyderabad,34,fitness,evening,high
testuser970@example.com,9000000970,Hyderabad,25,fitness,evening,high
testuser971@example.com,9000000971,Hyderabad,26,fitness,evening,high
testuser972@example.com,9000000972,Hyderabad,27,fitness,evening,high
testuser973@example.com,9000000973,Hyderabad,28,fitness,evening,high
testuser974@example.com,9000000974,Hyderabad,29,fitness,evening,high
testuser975@example.com,9000000975,Hyderabad,30,fitness,evening,high
testuser976@example.com,9000000976,Hyderabad,31,fitness,evening,high
testuser977@example.com,9000000977,Hyderabad,32,fitness,evening,high
testuser978@example.com,9000000978,Hyderabad,33,fitness,evening,high
testuser979@example.com,9000000979,Hyderabad,34,fitness,evening,high
testuser980@example.com,9000000980,Hyderabad,25,fitness,evening,high
testuser981@example.com,9000000981,Hyderabad,26,fitness,evening,high
testuser982@example.com,9000000982,Hyderabad,27,fitness,evening,high
testuser983@example.com,9000000983,Hyderabad,28,fitness,evening,high
testuser984@example.com,9000000984,Hyderabad,29,fitness,evening,high
testuser985@example.com,9000000985,Hyderabad,30,fitness,evening,high
testuser986@example.com,9000000986,Hyderabad,31,fitness,evening,high
testuser987@example.com,9000000987,Hyderabad,32,fitness,evening,high
testuser988@example.com,9000000988,Hyderabad,33,fitness,evening,high
testuser989@example.com,9000000989,Hyderabad,34,fitness,evening,high
testuser990@example.com,9000000990,Hyderabad,25,fitness,evening,high
testuser991@example.com,9000000991,Hyderabad,26,fitness,evening,high
testuser992@example.com,9000000992,Hyderabad,27,fitness,evening,high
testuser993@example.com,9000000993,Hyderabad,28,fitness,evening,high
testuser994@example.com,9000000994,Hyderabad,29,fitness,evening,high
testuser995@example.com,9000000995,Hyderabad,30,fitness,evening,high
testuser996@example.com,9000000996,Hyderabad,31,fitness,evening,high
testuser997@example.com,9000000997,Hyderabad,32,fitness,evening,high
testuser998@example.com,9000000998,Hyderabad,33,fitness,evening,high
testuser999@example.com,9000000999,Hyderabad,34,fitness,evening,high
testuser1000@example.com,9000001000,Hyderabad,25,fitness,evening,high
